method,seed,iteration,activity,best_so_far,regret
random_search,5,1,16.88,16.88,80.12
random_search,5,2,2.58,16.88,80.12
random_search,5,3,23.78,23.78,73.22
random_search,5,4,40.18,40.18,56.82
random_search,5,5,25.06,40.18,56.82
random_search,5,6,13.76,40.18,56.82
random_search,5,7,25.33,40.18,56.82
random_search,5,8,32.69,40.18,56.82
random_search,5,9,34.94,40.18,56.82
random_search,5,10,16.54,40.18,56.82
random_search,5,11,2.31,40.18,56.82
random_search,5,12,1.0,40.18,56.82
random_search,5,13,31.76,40.18,56.82
random_search,5,14,39.54,40.18,56.82
random_search,5,15,13.01,40.18,56.82
random_search,5,16,4.64,40.18,56.82
random_search,5,17,39.86,40.18,56.82
random_search,5,18,32.3,40.18,56.82
random_search,5,19,4.17,40.18,56.82
random_search,5,20,29.43,40.18,56.82
random_search,5,21,40.43,40.43,56.57
random_search,5,22,6.45,40.43,56.57
random_search,5,23,33.79,40.43,56.57
random_search,5,24,32.38,40.43,56.57
random_search,5,25,6.86,40.43,56.57
random_search,5,26,1.69,40.43,56.57
random_search,5,27,26.92,40.43,56.57
random_search,5,28,46.48,46.48,50.52
random_search,5,29,44.28,46.48,50.52
random_search,5,30,2.66,46.48,50.52
random_search,5,31,52.24,52.24,44.76
random_search,5,32,36.08,52.24,44.76
random_search,5,33,27.47,52.24,44.76
random_search,5,34,23.71,52.24,44.76
random_search,5,35,18.33,52.24,44.76
random_search,5,36,46.67,52.24,44.76
random_search,5,37,65.34,65.34,31.66
random_search,5,38,7.45,65.34,31.66
random_search,5,39,32.49,65.34,31.66
random_search,5,40,28.69,65.34,31.66
random_search,5,41,34.69,65.34,31.66
random_search,5,42,38.17,65.34,31.66
random_search,5,43,30.11,65.34,31.66
random_search,5,44,36.44,65.34,31.66
random_search,5,45,33.51,65.34,31.66
random_search,5,46,1.0,65.34,31.66
random_search,5,47,49.4,65.34,31.66
random_search,5,48,4.1,65.34,31.66
random_search,5,49,20.25,65.34,31.66
random_search,5,50,27.09,65.34,31.66
bayesian_optimization,5,1,1.0,1.0,96.0
bayesian_optimization,5,2,19.88,19.88,77.12
bayesian_optimization,5,3,7.3,19.88,77.12
bayesian_optimization,5,4,14.88,19.88,77.12
bayesian_optimization,5,5,19.49,19.88,77.12
bayesian_optimization,5,6,29.0,29.0,68.0
bayesian_optimization,5,7,8.31,29.0,68.0
bayesian_optimization,5,8,3.97,29.0,68.0
bayesian_optimization,5,9,35.07,35.07,61.93
bayesian_optimization,5,10,64.69,64.69,32.31
bayesian_optimization,5,11,36.34,64.69,32.31
bayesian_optimization,5,12,56.57,64.69,32.31
bayesian_optimization,5,13,35.2,64.69,32.31
bayesian_optimization,5,14,43.97,64.69,32.31
bayesian_optimization,5,15,54.95,64.69,32.31
bayesian_optimization,5,16,42.54,64.69,32.31
bayesian_optimization,5,17,77.49,77.49,19.51
bayesian_optimization,5,18,74.24,77.49,19.51
bayesian_optimization,5,19,73.3,77.49,19.51
bayesian_optimization,5,20,69.63,77.49,19.51
bayesian_optimization,5,21,27.31,77.49,19.51
bayesian_optimization,5,22,64.57,77.49,19.51
bayesian_optimization,5,23,73.44,77.49,19.51
bayesian_optimization,5,24,21.14,77.49,19.51
bayesian_optimization,5,25,76.92,77.49,19.51
bayesian_optimization,5,26,70.61,77.49,19.51
bayesian_optimization,5,27,80.35,80.35,16.65
bayesian_optimization,5,28,77.19,80.35,16.65
bayesian_optimization,5,29,82.5,82.5,14.5
bayesian_optimization,5,30,85.5,85.5,11.5
bayesian_optimization,5,31,80.8,85.5,11.5
bayesian_optimization,5,32,76.43,85.5,11.5
bayesian_optimization,5,33,82.3,85.5,11.5
bayesian_optimization,5,34,78.8,85.5,11.5
bayesian_optimization,5,35,80.05,85.5,11.5
bayesian_optimization,5,36,77.74,85.5,11.5
bayesian_optimization,5,37,78.49,85.5,11.5
bayesian_optimization,5,38,80.86,85.5,11.5
bayesian_optimization,5,39,74.51,85.5,11.5
bayesian_optimization,5,40,81.09,85.5,11.5
bayesian_optimization,5,41,75.26,85.5,11.5
bayesian_optimization,5,42,79.45,85.5,11.5
bayesian_optimization,5,43,74.36,85.5,11.5
bayesian_optimization,5,44,74.61,85.5,11.5
bayesian_optimization,5,45,78.18,85.5,11.5
bayesian_optimization,5,46,78.01,85.5,11.5
bayesian_optimization,5,47,76.66,85.5,11.5
bayesian_optimization,5,48,72.69,85.5,11.5
bayesian_optimization,5,49,77.14,85.5,11.5
bayesian_optimization,5,50,76.8,85.5,11.5
random_search,6,1,66.27,66.27,30.73
random_search,6,2,35.35,66.27,30.73
random_search,6,3,22.26,66.27,30.73
random_search,6,4,3.59,66.27,30.73
random_search,6,5,5.58,66.27,30.73
random_search,6,6,12.62,66.27,30.73
random_search,6,7,33.77,66.27,30.73
random_search,6,8,48.04,66.27,30.73
random_search,6,9,1.0,66.27,30.73
random_search,6,10,43.38,66.27,30.73
random_search,6,11,50.64,66.27,30.73
random_search,6,12,25.4,66.27,30.73
random_search,6,13,10.18,66.27,30.73
random_search,6,14,27.93,66.27,30.73
random_search,6,15,21.02,66.27,30.73
random_search,6,16,2.21,66.27,30.73
random_search,6,17,17.65,66.27,30.73
random_search,6,18,35.22,66.27,30.73
random_search,6,19,4.2,66.27,30.73
random_search,6,20,32.71,66.27,30.73
random_search,6,21,30.19,66.27,30.73
random_search,6,22,41.07,66.27,30.73
random_search,6,23,44.66,66.27,30.73
random_search,6,24,13.5,66.27,30.73
random_search,6,25,4.33,66.27,30.73
random_search,6,26,13.79,66.27,30.73
random_search,6,27,20.99,66.27,30.73
random_search,6,28,44.23,66.27,30.73
random_search,6,29,57.98,66.27,30.73
random_search,6,30,43.55,66.27,30.73
random_search,6,31,10.27,66.27,30.73
random_search,6,32,20.92,66.27,30.73
random_search,6,33,7.99,66.27,30.73
random_search,6,34,34.07,66.27,30.73
random_search,6,35,26.72,66.27,30.73
random_search,6,36,27.94,66.27,30.73
random_search,6,37,8.03,66.27,30.73
random_search,6,38,14.94,66.27,30.73
random_search,6,39,33.18,66.27,30.73
random_search,6,40,6.2,66.27,30.73
random_search,6,41,18.21,66.27,30.73
random_search,6,42,21.36,66.27,30.73
random_search,6,43,7.31,66.27,30.73
random_search,6,44,1.33,66.27,30.73
random_search,6,45,50.93,66.27,30.73
random_search,6,46,27.95,66.27,30.73
random_search,6,47,34.55,66.27,30.73
random_search,6,48,15.77,66.27,30.73
random_search,6,49,14.81,66.27,30.73
random_search,6,50,13.74,66.27,30.73
bayesian_optimization,6,1,32.96,32.96,64.04
bayesian_optimization,6,2,10.17,32.96,64.04
bayesian_optimization,6,3,8.18,32.96,64.04
bayesian_optimization,6,4,44.03,44.03,52.97
bayesian_optimization,6,5,39.19,44.03,52.97
bayesian_optimization,6,6,23.06,44.03,52.97
bayesian_optimization,6,7,32.55,44.03,52.97
bayesian_optimization,6,8,10.66,44.03,52.97
bayesian_optimization,6,9,7.24,44.03,52.97
bayesian_optimization,6,10,33.33,44.03,52.97
bayesian_optimization,6,11,47.65,47.65,49.35
bayesian_optimization,6,12,31.25,47.65,49.35
bayesian_optimization,6,13,24.23,47.65,49.35
bayesian_optimization,6,14,24.98,47.65,49.35
bayesian_optimization,6,15,43.18,47.65,49.35
bayesian_optimization,6,16,50.8,50.8,46.2
bayesian_optimization,6,17,16.78,50.8,46.2
bayesian_optimization,6,18,47.08,50.8,46.2
bayesian_optimization,6,19,25.8,50.8,46.2
bayesian_optimization,6,20,37.2,50.8,46.2
bayesian_optimization,6,21,73.51,73.51,23.49
bayesian_optimization,6,22,76.65,76.65,20.35
bayesian_optimization,6,23,68.56,76.65,20.35
bayesian_optimization,6,24,56.56,76.65,20.35
bayesian_optimization,6,25,70.13,76.65,20.35
bayesian_optimization,6,26,47.07,76.65,20.35
bayesian_optimization,6,27,70.47,76.65,20.35
bayesian_optimization,6,28,72.68,76.65,20.35
bayesian_optimization,6,29,69.89,76.65,20.35
bayesian_optimization,6,30,90.4,90.4,6.6
bayesian_optimization,6,31,94.58,94.58,2.42
bayesian_optimization,6,32,93.05,94.58,2.42
bayesian_optimization,6,33,87.5,94.58,2.42
bayesian_optimization,6,34,85.74,94.58,2.42
bayesian_optimization,6,35,91.53,94.58,2.42
bayesian_optimization,6,36,87.27,94.58,2.42
bayesian_optimization,6,37,90.17,94.58,2.42
bayesian_optimization,6,38,88.64,94.58,2.42
bayesian_optimization,6,39,88.25,94.58,2.42
bayesian_optimization,6,40,90.18,94.58,2.42
bayesian_optimization,6,41,86.83,94.58,2.42
bayesian_optimization,6,42,94.95,94.95,2.05
bayesian_optimization,6,43,80.48,94.95,2.05
bayesian_optimization,6,44,90.69,94.95,2.05
bayesian_optimization,6,45,88.78,94.95,2.05
bayesian_optimization,6,46,93.55,94.95,2.05
bayesian_optimization,6,47,88.2,94.95,2.05
bayesian_optimization,6,48,88.89,94.95,2.05
bayesian_optimization,6,49,88.71,94.95,2.05
bayesian_optimization,6,50,90.6,94.95,2.05
random_search,7,1,20.42,20.42,76.58
random_search,7,2,37.19,37.19,59.81
random_search,7,3,19.45,37.19,59.81
random_search,7,4,41.24,41.24,55.76
random_search,7,5,28.08,41.24,55.76
random_search,7,6,35.34,41.24,55.76
random_search,7,7,21.57,41.24,55.76
random_search,7,8,22.86,41.24,55.76
random_search,7,9,22.7,41.24,55.76
random_search,7,10,30.19,41.24,55.76
random_search,7,11,7.98,41.24,55.76
random_search,7,12,9.45,41.24,55.76
random_search,7,13,44.47,44.47,52.53
random_search,7,14,5.68,44.47,52.53
random_search,7,15,14.9,44.47,52.53
random_search,7,16,8.44,44.47,52.53
random_search,7,17,15.07,44.47,52.53
random_search,7,18,15.48,44.47,52.53
random_search,7,19,24.3,44.47,52.53
random_search,7,20,41.19,44.47,52.53
random_search,7,21,39.14,44.47,52.53
random_search,7,22,20.55,44.47,52.53
random_search,7,23,35.27,44.47,52.53
random_search,7,24,20.76,44.47,52.53
random_search,7,25,19.36,44.47,52.53
random_search,7,26,33.96,44.47,52.53
random_search,7,27,2.83,44.47,52.53
random_search,7,28,23.94,44.47,52.53
random_search,7,29,34.9,44.47,52.53
random_search,7,30,42.59,44.47,52.53
random_search,7,31,47.27,47.27,49.73
random_search,7,32,16.77,47.27,49.73
random_search,7,33,15.85,47.27,49.73
random_search,7,34,16.41,47.27,49.73
random_search,7,35,32.96,47.27,49.73
random_search,7,36,14.88,47.27,49.73
random_search,7,37,44.16,47.27,49.73
random_search,7,38,34.33,47.27,49.73
random_search,7,39,21.04,47.27,49.73
random_search,7,40,9.34,47.27,49.73
random_search,7,41,50.04,50.04,46.96
random_search,7,42,26.63,50.04,46.96
random_search,7,43,42.64,50.04,46.96
random_search,7,44,45.97,50.04,46.96
random_search,7,45,1.99,50.04,46.96
random_search,7,46,14.44,50.04,46.96
random_search,7,47,3.65,50.04,46.96
random_search,7,48,46.51,50.04,46.96
random_search,7,49,20.02,50.04,46.96
random_search,7,50,5.59,50.04,46.96
bayesian_optimization,7,1,5.21,5.21,91.79
bayesian_optimization,7,2,2.69,5.21,91.79
bayesian_optimization,7,3,28.12,28.12,68.88
bayesian_optimization,7,4,34.27,34.27,62.73
bayesian_optimization,7,5,40.75,40.75,56.25
bayesian_optimization,7,6,28.58,40.75,56.25
bayesian_optimization,7,7,55.54,55.54,41.46
bayesian_optimization,7,8,30.39,55.54,41.46
bayesian_optimization,7,9,51.54,55.54,41.46
bayesian_optimization,7,10,28.57,55.54,41.46
bayesian_optimization,7,11,23.73,55.54,41.46
bayesian_optimization,7,12,32.88,55.54,41.46
bayesian_optimization,7,13,53.33,55.54,41.46
bayesian_optimization,7,14,41.13,55.54,41.46
bayesian_optimization,7,15,23.77,55.54,41.46
bayesian_optimization,7,16,37.48,55.54,41.46
bayesian_optimization,7,17,35.8,55.54,41.46
bayesian_optimization,7,18,41.26,55.54,41.46
bayesian_optimization,7,19,6.31,55.54,41.46
bayesian_optimization,7,20,20.51,55.54,41.46
bayesian_optimization,7,21,3.34,55.54,41.46
bayesian_optimization,7,22,7.5,55.54,41.46
bayesian_optimization,7,23,37.17,55.54,41.46
bayesian_optimization,7,24,48.92,55.54,41.46
bayesian_optimization,7,25,31.02,55.54,41.46
bayesian_optimization,7,26,31.52,55.54,41.46
bayesian_optimization,7,27,16.35,55.54,41.46
bayesian_optimization,7,28,54.41,55.54,41.46
bayesian_optimization,7,29,54.74,55.54,41.46
bayesian_optimization,7,30,89.35,89.35,7.65
bayesian_optimization,7,31,84.66,89.35,7.65
bayesian_optimization,7,32,91.01,91.01,5.99
bayesian_optimization,7,33,75.75,91.01,5.99
bayesian_optimization,7,34,83.86,91.01,5.99
bayesian_optimization,7,35,86.92,91.01,5.99
bayesian_optimization,7,36,94.46,94.46,2.54
bayesian_optimization,7,37,89.69,94.46,2.54
bayesian_optimization,7,38,76.22,94.46,2.54
bayesian_optimization,7,39,56.48,94.46,2.54
bayesian_optimization,7,40,87.75,94.46,2.54
bayesian_optimization,7,41,8.58,94.46,2.54
bayesian_optimization,7,42,7.52,94.46,2.54
bayesian_optimization,7,43,73.14,94.46,2.54
bayesian_optimization,7,44,65.94,94.46,2.54
bayesian_optimization,7,45,6.08,94.46,2.54
bayesian_optimization,7,46,60.47,94.46,2.54
bayesian_optimization,7,47,71.76,94.46,2.54
bayesian_optimization,7,48,4.22,94.46,2.54
bayesian_optimization,7,49,16.79,94.46,2.54
bayesian_optimization,7,50,87.73,94.46,2.54
random_search,8,1,21.09,21.09,75.91
random_search,8,2,39.01,39.01,57.99
random_search,8,3,54.4,54.4,42.6
random_search,8,4,15.91,54.4,42.6
random_search,8,5,40.12,54.4,42.6
random_search,8,6,24.85,54.4,42.6
random_search,8,7,25.24,54.4,42.6
random_search,8,8,1.37,54.4,42.6
random_search,8,9,25.63,54.4,42.6
random_search,8,10,4.5,54.4,42.6
random_search,8,11,28.44,54.4,42.6
random_search,8,12,35.27,54.4,42.6
random_search,8,13,27.93,54.4,42.6
random_search,8,14,38.19,54.4,42.6
random_search,8,15,5.62,54.4,42.6
random_search,8,16,24.47,54.4,42.6
random_search,8,17,20.21,54.4,42.6
random_search,8,18,14.91,54.4,42.6
random_search,8,19,31.43,54.4,42.6
random_search,8,20,42.98,54.4,42.6
random_search,8,21,18.87,54.4,42.6
random_search,8,22,30.83,54.4,42.6
random_search,8,23,10.5,54.4,42.6
random_search,8,24,40.55,54.4,42.6
random_search,8,25,25.12,54.4,42.6
random_search,8,26,1.0,54.4,42.6
random_search,8,27,1.0,54.4,42.6
random_search,8,28,3.12,54.4,42.6
random_search,8,29,19.85,54.4,42.6
random_search,8,30,24.23,54.4,42.6
random_search,8,31,36.33,54.4,42.6
random_search,8,32,48.45,54.4,42.6
random_search,8,33,27.39,54.4,42.6
random_search,8,34,8.29,54.4,42.6
random_search,8,35,23.7,54.4,42.6
random_search,8,36,10.22,54.4,42.6
random_search,8,37,55.74,55.74,41.26
random_search,8,38,23.27,55.74,41.26
random_search,8,39,14.04,55.74,41.26
random_search,8,40,42.9,55.74,41.26
random_search,8,41,26.79,55.74,41.26
random_search,8,42,48.18,55.74,41.26
random_search,8,43,78.31,78.31,18.69
random_search,8,44,31.53,78.31,18.69
random_search,8,45,50.58,78.31,18.69
random_search,8,46,20.5,78.31,18.69
random_search,8,47,45.26,78.31,18.69
random_search,8,48,32.15,78.31,18.69
random_search,8,49,26.0,78.31,18.69
random_search,8,50,1.0,78.31,18.69
bayesian_optimization,8,1,1.0,1.0,96.0
bayesian_optimization,8,2,16.94,16.94,80.06
bayesian_optimization,8,3,21.54,21.54,75.46
bayesian_optimization,8,4,2.03,21.54,75.46
bayesian_optimization,8,5,26.6,26.6,70.4
bayesian_optimization,8,6,60.72,60.72,36.28
bayesian_optimization,8,7,6.05,60.72,36.28
bayesian_optimization,8,8,19.38,60.72,36.28
bayesian_optimization,8,9,4.15,60.72,36.28
bayesian_optimization,8,10,18.66,60.72,36.28
bayesian_optimization,8,11,30.56,60.72,36.28
bayesian_optimization,8,12,55.94,60.72,36.28
bayesian_optimization,8,13,54.89,60.72,36.28
bayesian_optimization,8,14,53.77,60.72,36.28
bayesian_optimization,8,15,35.11,60.72,36.28
bayesian_optimization,8,16,63.25,63.25,33.75
bayesian_optimization,8,17,65.52,65.52,31.48
bayesian_optimization,8,18,46.59,65.52,31.48
bayesian_optimization,8,19,63.58,65.52,31.48
bayesian_optimization,8,20,50.52,65.52,31.48
bayesian_optimization,8,21,82.09,82.09,14.91
bayesian_optimization,8,22,75.51,82.09,14.91
bayesian_optimization,8,23,53.61,82.09,14.91
bayesian_optimization,8,24,13.07,82.09,14.91
bayesian_optimization,8,25,52.86,82.09,14.91
bayesian_optimization,8,26,77.32,82.09,14.91
bayesian_optimization,8,27,32.54,82.09,14.91
bayesian_optimization,8,28,42.93,82.09,14.91
bayesian_optimization,8,29,24.46,82.09,14.91
bayesian_optimization,8,30,21.36,82.09,14.91
bayesian_optimization,8,31,34.49,82.09,14.91
bayesian_optimization,8,32,83.88,83.88,13.12
bayesian_optimization,8,33,79.37,83.88,13.12
bayesian_optimization,8,34,43.26,83.88,13.12
bayesian_optimization,8,35,4.73,83.88,13.12
bayesian_optimization,8,36,91.3,91.3,5.7
bayesian_optimization,8,37,96.07,96.07,0.93
bayesian_optimization,8,38,95.24,96.07,0.93
bayesian_optimization,8,39,100.0,100.0,-3.0
bayesian_optimization,8,40,85.94,100.0,-3.0
bayesian_optimization,8,41,99.23,100.0,-3.0
bayesian_optimization,8,42,97.23,100.0,-3.0
bayesian_optimization,8,43,99.24,100.0,-3.0
bayesian_optimization,8,44,93.81,100.0,-3.0
bayesian_optimization,8,45,95.32,100.0,-3.0
bayesian_optimization,8,46,93.94,100.0,-3.0
bayesian_optimization,8,47,92.81,100.0,-3.0
bayesian_optimization,8,48,30.74,100.0,-3.0
bayesian_optimization,8,49,96.22,100.0,-3.0
bayesian_optimization,8,50,92.51,100.0,-3.0
random_search,9,1,42.65,42.65,54.35
random_search,9,2,17.55,42.65,54.35
random_search,9,3,1.63,42.65,54.35
random_search,9,4,11.48,42.65,54.35
random_search,9,5,15.78,42.65,54.35
random_search,9,6,38.0,42.65,54.35
random_search,9,7,20.39,42.65,54.35
random_search,9,8,5.34,42.65,54.35
random_search,9,9,23.77,42.65,54.35
random_search,9,10,32.96,42.65,54.35
random_search,9,11,33.99,42.65,54.35
random_search,9,12,5.41,42.65,54.35
random_search,9,13,4.85,42.65,54.35
random_search,9,14,12.45,42.65,54.35
random_search,9,15,26.2,42.65,54.35
random_search,9,16,4.41,42.65,54.35
random_search,9,17,41.16,42.65,54.35
random_search,9,18,18.2,42.65,54.35
random_search,9,19,19.2,42.65,54.35
random_search,9,20,47.31,47.31,49.69
random_search,9,21,32.28,47.31,49.69
random_search,9,22,33.92,47.31,49.69
random_search,9,23,27.46,47.31,49.69
random_search,9,24,1.23,47.31,49.69
random_search,9,25,38.68,47.31,49.69
random_search,9,26,17.33,47.31,49.69
random_search,9,27,37.95,47.31,49.69
random_search,9,28,21.44,47.31,49.69
random_search,9,29,13.39,47.31,49.69
random_search,9,30,38.72,47.31,49.69
random_search,9,31,1.95,47.31,49.69
random_search,9,32,36.82,47.31,49.69
random_search,9,33,31.61,47.31,49.69
random_search,9,34,4.34,47.31,49.69
random_search,9,35,8.37,47.31,49.69
random_search,9,36,41.56,47.31,49.69
random_search,9,37,1.0,47.31,49.69
random_search,9,38,7.43,47.31,49.69
random_search,9,39,35.6,47.31,49.69
random_search,9,40,32.74,47.31,49.69
random_search,9,41,59.65,59.65,37.35
random_search,9,42,8.36,59.65,37.35
random_search,9,43,37.38,59.65,37.35
random_search,9,44,40.26,59.65,37.35
random_search,9,45,22.01,59.65,37.35
random_search,9,46,52.87,59.65,37.35
random_search,9,47,16.63,59.65,37.35
random_search,9,48,45.52,59.65,37.35
random_search,9,49,47.48,59.65,37.35
random_search,9,50,7.65,59.65,37.35
bayesian_optimization,9,1,29.25,29.25,67.75
bayesian_optimization,9,2,1.75,29.25,67.75
bayesian_optimization,9,3,19.28,29.25,67.75
bayesian_optimization,9,4,16.16,29.25,67.75
bayesian_optimization,9,5,37.87,37.87,59.13
bayesian_optimization,9,6,1.0,37.87,59.13
bayesian_optimization,9,7,4.89,37.87,59.13
bayesian_optimization,9,8,5.79,37.87,59.13
bayesian_optimization,9,9,37.42,37.87,59.13
bayesian_optimization,9,10,29.67,37.87,59.13
bayesian_optimization,9,11,27.03,37.87,59.13
bayesian_optimization,9,12,53.93,53.93,43.07
bayesian_optimization,9,13,34.21,53.93,43.07
bayesian_optimization,9,14,33.8,53.93,43.07
bayesian_optimization,9,15,41.99,53.93,43.07
bayesian_optimization,9,16,36.4,53.93,43.07
bayesian_optimization,9,17,39.94,53.93,43.07
bayesian_optimization,9,18,33.24,53.93,43.07
bayesian_optimization,9,19,40.97,53.93,43.07
bayesian_optimization,9,20,50.64,53.93,43.07
bayesian_optimization,9,21,11.88,53.93,43.07
bayesian_optimization,9,22,35.3,53.93,43.07
bayesian_optimization,9,23,74.44,74.44,22.56
bayesian_optimization,9,24,74.34,74.44,22.56
bayesian_optimization,9,25,74.09,74.44,22.56
bayesian_optimization,9,26,76.99,76.99,20.01
bayesian_optimization,9,27,77.07,77.07,19.93
bayesian_optimization,9,28,61.26,77.07,19.93
bayesian_optimization,9,29,80.82,80.82,16.18
bayesian_optimization,9,30,71.0,80.82,16.18
bayesian_optimization,9,31,66.6,80.82,16.18
bayesian_optimization,9,32,60.58,80.82,16.18
bayesian_optimization,9,33,65.04,80.82,16.18
bayesian_optimization,9,34,18.58,80.82,16.18
bayesian_optimization,9,35,78.41,80.82,16.18
bayesian_optimization,9,36,78.34,80.82,16.18
bayesian_optimization,9,37,1.63,80.82,16.18
bayesian_optimization,9,38,69.02,80.82,16.18
bayesian_optimization,9,39,77.54,80.82,16.18
bayesian_optimization,9,40,75.64,80.82,16.18
bayesian_optimization,9,41,80.97,80.97,16.03
bayesian_optimization,9,42,78.54,80.97,16.03
bayesian_optimization,9,43,75.26,80.97,16.03
bayesian_optimization,9,44,73.28,80.97,16.03
bayesian_optimization,9,45,77.49,80.97,16.03
bayesian_optimization,9,46,77.75,80.97,16.03
bayesian_optimization,9,47,20.09,80.97,16.03
bayesian_optimization,9,48,75.01,80.97,16.03
bayesian_optimization,9,49,68.42,80.97,16.03
bayesian_optimization,9,50,69.15,80.97,16.03
